_step,train/loss,val/loss,train/lr,val/token_accuracy,val/top5_token_accuracy
27000,0.7994069725275039,1.6346742023242196,9.726400637055326e-05,0.5711141771836473,0.8442217802424876
28000,0.8135564029216766,1.608368962253061,9.491809997653293e-05,0.5724982833206599,0.8450788246301538
29000,0.7743506109714509,1.618360717932777,9.19053728635823e-05,0.5741481866818137,0.8459648094493055
30000,0.7564298552274704,1.6391941428234595,8.827615179726792e-05,0.5698903341230028,0.8436206868301732
31000,0.7547417789697647,1.6801940266017612,8.409106190258395e-05,0.5670016251407731,0.8406258584092683
32000,0.7526402825117111,1.6609155266666678,7.94200139381585e-05,0.5670358829550399,0.8404604731870552
33000,0.7440939754247665,1.6752823718728806,7.43410364565441e-05,0.5684924453068676,0.8413531535243578
34000,0.7682264280319214,1.6682579354699503,6.893897235902531e-05,0.567912419665295,0.8415959136339619
35000,0.7199364298582077,1.6797785401447993,6.330406161863012e-05,0.5662987436219973,0.8401795167015254
36000,0.6609864366054535,1.6842611068545195,5.7530433846564346e-05,0.5654907235629376,0.8395294006539508
37000,0.6675440061092377,1.72342847599952,5.171453588333694e-05,0.5630365418749478,0.8373378649538771
38000,0.6749946874380112,1.7124018062121544,4.595352068120246e-05,0.5632604008250023,0.8373203420596247
39000,0.6714234906435013,1.711907209973598,4.0343624391208086e-05,0.5634954826276115,0.8378426802511668
40000,0.6564995783567429,1.7240864861108243,3.497855876515268e-05,0.5635445069884139,0.8375150617828007
41000,0.6393741446733475,1.7319273491622091,2.9947945726922986e-05,0.562626822780039,0.8370951040028514
42000,0.6463110816478729,1.7380300392779247,2.5335820263274086e-05,0.561098004049048,0.8360884281416905
43000,0.6320861703157425,1.7420350290226279,2.121922664282645e-05,0.5611781373123812,0.8360051452225851
44000,0.6423210102319717,1.7576942868023224,1.7666931413066652e-05,0.560157086598208,0.8351305773537718
45000,0.6316395276784896,1.764966460018091,1.4738274674358972e-05,0.5597623308551775,0.8350738747402444
46000,0.6243887144327164,1.766167928269399,1.2482178820132816e-05,0.5600606121770195,0.8350343014332968
47000,0.638751323223114,1.7641227359407992,1.0936331301954674e-05,0.5589999872014074,0.8346037119367707
48000,0.6291968494653701,1.7646964288606481,1.0126555071168278e-05,0.559928108109583,0.8350673779926487
49000,0.7179830527305603,1.7761037492645912,9.993362278630055e-05,0.556459767236621,0.8338075053960565
50000,0.6813648986816406,1.760497620084441,9.924319701613836e-05,0.5585756996878165,0.8336025469556265
51000,0.6469557869434357,1.750270517047946,9.781370098813752e-05,0.5610096020058105,0.8346899474472604
52000,0.6486700552701951,1.7453906676464221,9.566901403447175e-05,0.5585843627582386,0.8345397236067834
53000,0.6843722462654114,1.749396517951478,9.284496255211873e-05,0.5609408891338491,0.8352955700594644
54000,0.6095098370313644,1.792397769902187,8.938872153289549e-05,0.558582590964456,0.8321644935399114
55000,0.6548077237606048,1.7885732268322707,8.535802651838772e-05,0.5578970342185687,0.8320414389581815
56000,0.6187111812829972,1.7833465931359034,8.08202091438429e-05,0.5576861702784817,0.8317591053960534
57000,0.6540904426574707,1.7691455869571209,7.585107238199362e-05,0.5579679132146251,0.8325566893569875
58000,0.6338771373033524,1.8034880154883672,7.053362427555667e-05,0.5571250460572407,0.8311385216711621
59000,0.5959555888175965,1.8150016306720134,6.495669131104781e-05,0.5557730298710981,0.8304669438999349
60000,0.5904747819900513,1.8128564027285392,5.9213434597107613e-05,0.5547947048844308,0.8310215714611199
61000,0.5798392659425735,1.8155342277101507,5.3399793634193934e-05,0.5544332224168538,0.8296313598758576
62000,0.5854502505064011,1.8222504437918228,4.761288367200215e-05,0.5549285864523331,0.8301393252742453
63000,0.5623416957259179,1.8368927233463246,4.194937342631883e-05,0.5541438001054091,0.8296171842313095
64000,0.5468113785982132,1.847983160534476,3.650387025510856e-05,0.5530894768262556,0.8288745323510206
65000,0.578716025352478,1.8574039113265708,3.136733976900062e-05,0.551967620476051,0.8274394314332414
66000,0.527222398519516,1.8511007052021962,2.6625586276154662e-05,0.5519516744950286,0.8288363351187458
67000,0.5637718349695205,1.8600949910461786,2.235781944524004e-05,0.5520223559245431,0.8282819055570124
68000,0.5398857933282852,1.8557624209542287,1.8635331130030656e-05,0.5521270977711289,0.8279698415132783
69000,0.5424276292324066,1.8737643303104752,1.5520304458882747e-05,0.5507546076847899,0.8273146039351176
70000,0.5534122490882873,1.878173448449959,1.3064775082931136e-05,0.5499332000411467,0.8266020759013591
71000,0.5417924052476883,1.8844825323849512,1.1309761935060612e-05,0.5499660802928854,0.8263758539063505
72000,0.544911076426506,1.88070585134361,1.028458202008062e-05,0.5504706984869315,0.8269659198612797
