_step,val/loss,val/token_accuracy
1000,1.6917307659434597,0.5252475545773707
2000,1.5293440244572383,0.562290706139787
3000,1.4877487548727482,0.575049120653416
4000,1.4765062691308355,0.5784897575746012
5000,1.4662896917251544,0.5844894723786099
6000,1.4829110785427886,0.5839782104908916
7000,1.4786539347553298,0.5854671173850376
